NAME, LIBRARY, VERSION, COMPILER, FLAGS, MODE, INPUT, INPUT-SIZE, FUNCTION, MEDIAN, MAD, RELATIVE, INTENSITY
ezSIFT baseline icc avx chrono Histogram, ezSIFT, baseline, icc, avx, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.00004638004, 0.0
ezSIFT baseline icc avx chrono ExtremaRefinement, ezSIFT, baseline, icc, avx, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ezSIFT baseline icc avx chrono KeypointDetection, ezSIFT, baseline, icc, avx, chrono, auto-480p, 480, KeypointDetection, 3446.0, 42.9954, 0.053275205, 0.0
ezSIFT baseline icc avx chrono ExtractDescriptor, ezSIFT, baseline, icc, avx, chrono, auto-480p, 480, ExtractDescriptor, 5449.0, 48.9258, 0.08424161, 0.0
ezSIFT baseline icc avx chrono MeasureFull, ezSIFT, baseline, icc, avx, chrono, auto-480p, 480, MeasureFull, 65437.0, 257.972, 1.0116569, 0.0
ezSIFT baseline icc fastmath chrono Downscale, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, Downscale, 254.0, 0.0, 0.0039575575, 0.0
ezSIFT baseline icc fastmath chrono Convolution, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, Convolution, 6124.0, 22.239, 0.09541765, 0.0
ezSIFT baseline icc fastmath chrono Octaves, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, Octaves, 86.0, 2.9652, 0.0013399604, 0.0
ezSIFT baseline icc fastmath chrono GaussianPyramid, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, GaussianPyramid, 41214.0, 327.655, 0.64215267, 0.0
ezSIFT baseline icc fastmath chrono DOGPyramid, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, DOGPyramid, 1135.0, 16.3086, 0.017684361, 0.0
ezSIFT baseline icc fastmath chrono GradientAndRotationPyramids, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, GradientAndRotationPyramids, 12966.0, 62.2692, 0.2020224, 0.0
ezSIFT baseline icc fastmath chrono Histogram, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.000046742807, 0.0
ezSIFT baseline icc fastmath chrono ExtremaRefinement, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ezSIFT baseline icc fastmath chrono KeypointDetection, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, KeypointDetection, 3443.0, 32.6172, 0.05364516, 0.0
ezSIFT baseline icc fastmath chrono ExtractDescriptor, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, ExtractDescriptor, 5420.0, 8.8956, 0.084448665, 0.0
ezSIFT baseline icc fastmath chrono MeasureFull, ezSIFT, baseline, icc, fastmath, chrono, auto-480p, 480, MeasureFull, 64799.0, 197.186, 1.009629, 0.0
ezSIFT baseline icc full chrono Downscale, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, Downscale, 254.0, 1.4826, 0.003944834, 0.0
ezSIFT baseline icc full chrono Convolution, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, Convolution, 6132.0, 37.065, 0.09523514, 0.0
ezSIFT baseline icc full chrono Octaves, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, Octaves, 84.0, 0.0, 0.001304591, 0.0
ezSIFT baseline icc full chrono GaussianPyramid, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, GaussianPyramid, 41317.0, 256.49, 0.64168787, 0.0
ezSIFT baseline icc full chrono DOGPyramid, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, DOGPyramid, 1131.0, 17.7912, 0.017565385, 0.0
ezSIFT baseline icc full chrono GradientAndRotationPyramids, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, GradientAndRotationPyramids, 13120.0, 83.0256, 0.20376468, 0.0
ezSIFT baseline icc full chrono Histogram, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.000046592533, 0.0
ezSIFT baseline icc full chrono ExtremaRefinement, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ezSIFT baseline icc full chrono KeypointDetection, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, KeypointDetection, 3418.0, 47.4432, 0.053084426, 0.0
ezSIFT baseline icc full chrono ExtractDescriptor, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, ExtractDescriptor, 5399.0, 17.7912, 0.083851025, 0.0
ezSIFT baseline icc full chrono MeasureFull, ezSIFT, baseline, icc, full, chrono, auto-480p, 480, MeasureFull, 65119.0, 329.137, 1.011353, 0.0
ezSIFT baseline icc notree chrono Downscale, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, Downscale, 254.0, 1.4826, 0.003924356, 0.0
ezSIFT baseline icc notree chrono Convolution, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, Convolution, 6150.0, 41.5128, 0.09501885, 0.0
ezSIFT baseline icc notree chrono Octaves, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, Octaves, 84.0, 0.0, 0.0012978184, 0.0
ezSIFT baseline icc notree chrono GaussianPyramid, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, GaussianPyramid, 41707.0, 191.255, 0.6443823, 0.0
ezSIFT baseline icc notree chrono DOGPyramid, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, DOGPyramid, 1153.0, 16.3086, 0.017814104, 0.0
ezSIFT baseline icc notree chrono GradientAndRotationPyramids, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, GradientAndRotationPyramids, 12982.0, 97.8516, 0.20057474, 0.0
ezSIFT baseline icc notree chrono Histogram, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.00004635066, 0.0
ezSIFT baseline icc notree chrono ExtremaRefinement, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ezSIFT baseline icc notree chrono KeypointDetection, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, KeypointDetection, 3420.0, 29.652, 0.05283975, 0.0
ezSIFT baseline icc notree chrono ExtractDescriptor, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, ExtractDescriptor, 5459.0, 74.13, 0.08434275, 0.0
ezSIFT baseline icc notree chrono MeasureFull, ezSIFT, baseline, icc, notree, chrono, auto-480p, 480, MeasureFull, 65550.0, 216.46, 1.0127618, 0.0
ethSIFT std-c clang avx chrono Downscale, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, Downscale, 57.0, 0.0, 0.0014306152, 0.0
ethSIFT std-c clang avx chrono Convolution, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, Convolution, 2176.0, 2.9652, 0.05461436, 0.0
ethSIFT std-c clang avx chrono Octaves, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, Octaves, 132.0, 0.0, 0.0033130036, 0.0
ethSIFT std-c clang avx chrono GaussianKernelGeneration, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, GaussianKernelGeneration, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c clang avx chrono GaussianPyramid, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, GaussianPyramid, 22872.0, 53.3736, 0.57405317, 0.0
ethSIFT std-c clang avx chrono DOGPyramid, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, DOGPyramid, 1638.0, 10.3782, 0.04111136, 0.0
ethSIFT std-c clang avx chrono GradientAndRotationPyramids, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, GradientAndRotationPyramids, 6874.0, 40.0302, 0.17252716, 0.0
ethSIFT std-c clang avx chrono Histogram, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.00007529554, 0.0
ethSIFT std-c clang avx chrono ExtremaRefinement, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c clang avx chrono KeypointDetection, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, KeypointDetection, 3771.0, 16.3086, 0.09464649, 0.0
ethSIFT std-c clang avx chrono ExtractDescriptor, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, ExtractDescriptor, 4685.0, 4.4478, 0.11758653, 0.0
ethSIFT std-c clang avx chrono MeasureFull, ethSIFT, std-c, clang, avx, chrono, auto-480p, 480, MeasureFull, 39720.0, 114.16, 0.9969129, 0.0
ethSIFT std-c clang fastmath chrono Downscale, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, Downscale, 66.0, 0.0, 0.0013958506, 0.0
ethSIFT std-c clang fastmath chrono Convolution, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, Convolution, 2738.0, 4.4478, 0.057906646, 0.0
ethSIFT std-c clang fastmath chrono Octaves, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, Octaves, 139.0, 5.9304, 0.0029397458, 0.0
ethSIFT std-c clang fastmath chrono GaussianKernelGeneration, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, GaussianKernelGeneration, 1.0, 0.0, 0.00002114925, 0.0
ethSIFT std-c clang fastmath chrono GaussianPyramid, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, GaussianPyramid, 29256.0, 26.6868, 0.61874247, 0.0
ethSIFT std-c clang fastmath chrono DOGPyramid, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, DOGPyramid, 1647.0, 5.9304, 0.034832817, 0.0
ethSIFT std-c clang fastmath chrono GradientAndRotationPyramids, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, GradientAndRotationPyramids, 7310.0, 22.239, 0.15460102, 0.0
ethSIFT std-c clang fastmath chrono Histogram, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.00006344775, 0.0
ethSIFT std-c clang fastmath chrono ExtremaRefinement, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c clang fastmath chrono KeypointDetection, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, KeypointDetection, 3449.0, 26.6868, 0.07294376, 0.0
ethSIFT std-c clang fastmath chrono ExtractDescriptor, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, ExtractDescriptor, 5618.0, 13.3434, 0.11881649, 0.0
ethSIFT std-c clang fastmath chrono MeasureFull, ethSIFT, std-c, clang, fastmath, chrono, auto-480p, 480, MeasureFull, 47283.0, 166.051, 1.0, 0.0
ethSIFT std-c clang full chrono Downscale, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, Downscale, 57.0, 0.0, 0.0014689964, 0.0
ethSIFT std-c clang full chrono Convolution, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, Convolution, 2194.0, 2.9652, 0.056543477, 0.0
ethSIFT std-c clang full chrono Octaves, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, Octaves, 134.0, 0.0, 0.0034534303, 0.0
ethSIFT std-c clang full chrono GaussianKernelGeneration, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, GaussianKernelGeneration, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c clang full chrono GaussianPyramid, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, GaussianPyramid, 22856.0, 47.4432, 0.5890418, 0.0
ethSIFT std-c clang full chrono DOGPyramid, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, DOGPyramid, 1657.0, 8.8956, 0.042703986, 0.0
ethSIFT std-c clang full chrono GradientAndRotationPyramids, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, GradientAndRotationPyramids, 6534.0, 99.3342, 0.16839339, 0.0
ethSIFT std-c clang full chrono Histogram, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.0000773156, 0.0
ethSIFT std-c clang full chrono ExtremaRefinement, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c clang full chrono KeypointDetection, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, KeypointDetection, 2987.0, 8.8956, 0.07698057, 0.0
ethSIFT std-c clang full chrono ExtractDescriptor, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, ExtractDescriptor, 4765.0, 4.4478, 0.12280295, 0.0
ethSIFT std-c clang full chrono MeasureFull, ethSIFT, std-c, clang, full, chrono, auto-480p, 480, MeasureFull, 38542.0, 93.4038, 0.9932993, 0.0
ethSIFT std-c clang notree chrono Downscale, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, Downscale, 57.0, 0.0, 0.0011981335, 0.0
ethSIFT std-c clang notree chrono Convolution, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, Convolution, 2792.0, 1.4826, 0.05868752, 0.0
ethSIFT std-c clang notree chrono Octaves, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, Octaves, 132.0, 1.4826, 0.0027746249, 0.0
ethSIFT std-c clang notree chrono GaussianKernelGeneration, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, GaussianKernelGeneration, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c clang notree chrono GaussianPyramid, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, GaussianPyramid, 29569.0, 26.6868, 0.62153697, 0.0
ethSIFT std-c clang notree chrono DOGPyramid, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, DOGPyramid, 1661.0, 7.413, 0.034914028, 0.0
ethSIFT std-c clang notree chrono GradientAndRotationPyramids, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, GradientAndRotationPyramids, 7752.0, 8.8956, 0.16294615, 0.0
ethSIFT std-c clang notree chrono Histogram, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.000063059655, 0.0
ethSIFT std-c clang notree chrono ExtremaRefinement, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c clang notree chrono KeypointDetection, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, KeypointDetection, 2989.0, 10.3782, 0.06282844, 0.0
ethSIFT std-c clang notree chrono ExtractDescriptor, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, ExtractDescriptor, 5600.0, 5.9304, 0.11771136, 0.0
ethSIFT std-c clang notree chrono MeasureFull, ethSIFT, std-c, clang, notree, chrono, auto-480p, 480, MeasureFull, 47366.0, 139.364, 0.9956279, 0.0
ethSIFT std-c gcc avx chrono Downscale, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, Downscale, 57.0, 0.0, 0.0014282134, 0.0
ethSIFT std-c gcc avx chrono Convolution, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, Convolution, 2182.0, 5.9304, 0.054673016, 0.0
ethSIFT std-c gcc avx chrono Octaves, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, Octaves, 134.0, 0.0, 0.0033575546, 0.0
ethSIFT std-c gcc avx chrono GaussianKernelGeneration, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, GaussianKernelGeneration, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc avx chrono GaussianPyramid, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, GaussianPyramid, 22885.0, 40.0302, 0.57341516, 0.0
ethSIFT std-c gcc avx chrono DOGPyramid, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, DOGPyramid, 1371.0, 5.9304, 0.03435229, 0.0
ethSIFT std-c gcc avx chrono GradientAndRotationPyramids, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, GradientAndRotationPyramids, 7360.0, 50.4084, 0.18441494, 0.0
ethSIFT std-c gcc avx chrono Histogram, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.00007516913, 0.0
ethSIFT std-c gcc avx chrono ExtremaRefinement, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc avx chrono KeypointDetection, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, KeypointDetection, 3784.0, 22.239, 0.09481333, 0.0
ethSIFT std-c gcc avx chrono ExtractDescriptor, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, ExtractDescriptor, 4507.0, 7.413, 0.11292909, 0.0
ethSIFT std-c gcc avx chrono MeasureFull, ethSIFT, std-c, gcc, avx, chrono, auto-480p, 480, MeasureFull, 39689.0, 142.33, 0.99446255, 0.0
ethSIFT std-c gcc fastmath chrono Downscale, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, Downscale, 57.0, 0.0, 0.0011985365, 0.0
ethSIFT std-c gcc fastmath chrono Convolution, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, Convolution, 2733.0, 4.4478, 0.05746667, 0.0
ethSIFT std-c gcc fastmath chrono Octaves, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, Octaves, 133.0, 0.0, 0.0027965852, 0.0
ethSIFT std-c gcc fastmath chrono GaussianKernelGeneration, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, GaussianKernelGeneration, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc fastmath chrono GaussianPyramid, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, GaussianPyramid, 29305.0, 29.652, 0.61619496, 0.0
ethSIFT std-c gcc fastmath chrono DOGPyramid, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, DOGPyramid, 1656.0, 4.4478, 0.03482064, 0.0
ethSIFT std-c gcc fastmath chrono GradientAndRotationPyramids, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, GradientAndRotationPyramids, 7419.0, 62.2692, 0.15599899, 0.0
ethSIFT std-c gcc fastmath chrono Histogram, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.00006308087, 0.0
ethSIFT std-c gcc fastmath chrono ExtremaRefinement, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc fastmath chrono KeypointDetection, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, KeypointDetection, 3468.0, 32.6172, 0.072921485, 0.0
ethSIFT std-c gcc fastmath chrono ExtractDescriptor, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, ExtractDescriptor, 5707.0, 26.6868, 0.12000084, 0.0
ethSIFT std-c gcc fastmath chrono MeasureFull, ethSIFT, std-c, gcc, fastmath, chrono, auto-480p, 480, MeasureFull, 47164.0, 53.3736, 0.9917154, 0.0
ethSIFT std-c gcc full chrono Downscale, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, Downscale, 66.0, 0.0, 0.001686901, 0.0
ethSIFT std-c gcc full chrono Convolution, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, Convolution, 2204.0, 7.413, 0.056332268, 0.0
ethSIFT std-c gcc full chrono Octaves, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, Octaves, 139.0, 2.9652, 0.0035527158, 0.0
ethSIFT std-c gcc full chrono GaussianKernelGeneration, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, GaussianKernelGeneration, 1.0, 0.0, 0.000025559106, 0.0
ethSIFT std-c gcc full chrono GaussianPyramid, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, GaussianPyramid, 23214.0, 179.395, 0.5933291, 0.0
ethSIFT std-c gcc full chrono DOGPyramid, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, DOGPyramid, 1713.0, 65.2344, 0.04378275, 0.0
ethSIFT std-c gcc full chrono GradientAndRotationPyramids, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, GradientAndRotationPyramids, 6490.0, 106.747, 0.1658786, 0.0
ethSIFT std-c gcc full chrono Histogram, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.000076677316, 0.0
ethSIFT std-c gcc full chrono ExtremaRefinement, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc full chrono KeypointDetection, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, KeypointDetection, 3018.0, 41.5128, 0.07713738, 0.0
ethSIFT std-c gcc full chrono ExtractDescriptor, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, ExtractDescriptor, 4687.0, 4.4478, 0.11979552, 0.0
ethSIFT std-c gcc full chrono MeasureFull, ethSIFT, std-c, gcc, full, chrono, auto-480p, 480, MeasureFull, 38596.0, 102.299, 0.9864792, 0.0
ethSIFT std-c gcc notree chrono Downscale, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, Downscale, 58.0, 0.0, 0.0012217214, 0.0
ethSIFT std-c gcc notree chrono Convolution, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, Convolution, 2793.0, 1.4826, 0.058832202, 0.0
ethSIFT std-c gcc notree chrono Octaves, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, Octaves, 136.0, 1.4826, 0.002864726, 0.0
ethSIFT std-c gcc notree chrono GaussianKernelGeneration, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, GaussianKernelGeneration, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc notree chrono GaussianPyramid, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, GaussianPyramid, 29552.0, 57.8214, 0.6224881, 0.0
ethSIFT std-c gcc notree chrono DOGPyramid, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, DOGPyramid, 1659.0, 11.8608, 0.034945443, 0.0
ethSIFT std-c gcc notree chrono GradientAndRotationPyramids, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, GradientAndRotationPyramids, 7642.0, 45.9606, 0.16097233, 0.0
ethSIFT std-c gcc notree chrono Histogram, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.000063192485, 0.0
ethSIFT std-c gcc notree chrono ExtremaRefinement, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c gcc notree chrono KeypointDetection, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, KeypointDetection, 3014.0, 20.7564, 0.06348738, 0.0
ethSIFT std-c gcc notree chrono ExtractDescriptor, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, ExtractDescriptor, 5604.0, 4.4478, 0.118043564, 0.0
ethSIFT std-c gcc notree chrono MeasureFull, ethSIFT, std-c, gcc, notree, chrono, auto-480p, 480, MeasureFull, 47256.0, 45.9606, 0.995408, 0.0
ethSIFT std-c icc avx chrono Downscale, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, Downscale, 37.0, 0.0, 0.0010011635, 0.0
ethSIFT std-c icc avx chrono Convolution, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, Convolution, 2094.0, 2.9652, 0.056660444, 0.0
ethSIFT std-c icc avx chrono Octaves, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, Octaves, 104.0, 0.0, 0.0028140813, 0.0
ethSIFT std-c icc avx chrono GaussianKernelGeneration, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, GaussianKernelGeneration, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc avx chrono GaussianPyramid, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, GaussianPyramid, 21565.0, 133.434, 0.583516, 0.0
ethSIFT std-c icc avx chrono DOGPyramid, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, DOGPyramid, 1644.0, 7.413, 0.04448413, 0.0
ethSIFT std-c icc avx chrono GradientAndRotationPyramids, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, GradientAndRotationPyramids, 6646.0, 14.826, 0.17983061, 0.0
ethSIFT std-c icc avx chrono Histogram, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, Histogram, 2.0, 0.0, 0.000054116947, 0.0
ethSIFT std-c icc avx chrono ExtremaRefinement, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc avx chrono KeypointDetection, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, KeypointDetection, 2949.0, 13.3434, 0.079795435, 0.0
ethSIFT std-c icc avx chrono ExtractDescriptor, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, ExtractDescriptor, 4151.0, 4.4478, 0.11231972, 0.0
ethSIFT std-c icc avx chrono MeasureFull, ethSIFT, std-c, icc, avx, chrono, auto-480p, 480, MeasureFull, 36699.0, 108.23, 0.9930189, 0.0
ethSIFT std-c icc fastmath chrono Downscale, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, Downscale, 45.0, 0.0, 0.0009851354, 0.0
ethSIFT std-c icc fastmath chrono Convolution, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, Convolution, 2686.0, 1.4826, 0.058801636, 0.0
ethSIFT std-c icc fastmath chrono Octaves, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, Octaves, 116.0, 0.0, 0.00253946, 0.0
ethSIFT std-c icc fastmath chrono GaussianKernelGeneration, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, GaussianKernelGeneration, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc fastmath chrono GaussianPyramid, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, GaussianPyramid, 28625.0, 69.6822, 0.6266556, 0.0
ethSIFT std-c icc fastmath chrono DOGPyramid, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, DOGPyramid, 1657.0, 5.9304, 0.036274876, 0.0
ethSIFT std-c icc fastmath chrono GradientAndRotationPyramids, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, GradientAndRotationPyramids, 7431.0, 23.7216, 0.16267869, 0.0
ethSIFT std-c icc fastmath chrono Histogram, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, Histogram, 3.0, 0.0, 0.0000656757, 0.0
ethSIFT std-c icc fastmath chrono ExtremaRefinement, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, ExtremaRefinement, 0.0, 0.0, 0.0, 0.0
ethSIFT std-c icc fastmath chrono KeypointDetection, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, KeypointDetection, 2553.0, 7.413, 0.055890016, 0.0
ethSIFT std-c icc fastmath chrono ExtractDescriptor, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, ExtractDescriptor, 5410.0, 7.413, 0.11843517, 0.0
ethSIFT std-c icc fastmath chrono MeasureFull, ethSIFT, std-c, icc, fastmath, chrono, auto-480p, 480, MeasureFull, 45492.0, 80.0604, 0.99590623, 0.0
ethSIFT std-c icc full chrono Downscale, ethSIFT, std-c, icc, full, chrono, auto-480p, 480, Downscale, 38.0, 0.0, 0.0010232383, 0.0
ethSIFT std-c icc full chrono Convolution, ethSIFT, std-c, icc, full, chrono, auto-480p, 480, Convolution, 2097.0, 2.9652, 0.056466598, 0.0
ethSIFT std-c icc full chrono Octaves, ethSIFT, std-c, icc, full, chrono, auto-480p, 480, Octaves, 106.0, 0.0, 0.0028542962, 0.0
