NAME, LIBRARY, VERSION, COMPILER, FLAGS, MODE, INPUT, INPUT-SIZE, FUNCTION, MEDIAN, MAD, RELATIVE, INTENSITY
ethSIFT avx icc notree rdtsc Convolution, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, Convolution, 3.7055027, -0.0024924278, 0.00000013405926, 3.372131
ethSIFT avx icc notree rdtsc Octaves, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, Octaves, 107006.0, 450.71, 0.0038713086, 0.0
ethSIFT avx icc notree rdtsc GaussianKernelGeneration, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, GaussianKernelGeneration, 6000.0, 317.276, 0.00021707056, 0.0
ethSIFT avx icc notree rdtsc GaussianPyramid, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, GaussianPyramid, 4.3196673, -0.0043535233, 0.00000024509401, 4.0669374
ethSIFT avx icc notree rdtsc DOGPyramid, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, DOGPyramid, 1.3949496, -0.005800128, 0.000000081408295, 3.6348531
ethSIFT avx icc notree rdtsc GradientAndRotationPyramids, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 3.8836071, -0.004651785, 0.00000024468676, 13.672094
ethSIFT avx icc notree rdtsc Histogram, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, Histogram, 0.75827444, -0.0034164786, 0.0000000478126, 2.5614655
ethSIFT avx icc notree rdtsc ExtremaRefinement, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, ExtremaRefinement, 0.9354839, -0.014679372, 0.000000058987133, 1.0807453
ethSIFT avx icc notree rdtsc KeypointDetection, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, KeypointDetection, 0.17680229, -0.0006894618, 0.000000014823278, 1.0536155
ethSIFT avx icc notree rdtsc ExtractDescriptor, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, ExtractDescriptor, 0.5361952, -0.00048798323, 0.0446644, 2.6122131
ethSIFT avx icc notree rdtsc MeasureFull, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, MeasureFull, 1.9972252, -0.004009247, 0.1663664, 3.9261184
ethSIFT avx icc notree rdtsc MeasureFullNoAlloc, ethSIFT, avx, icc, notree, rdtsc, auto-240p, 240, MeasureFullNoAlloc, 27898890.0, 96232.6, 2323943.3, 0.0
ethSIFT baseline clang avx rdtsc Downscale, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT baseline clang avx rdtsc Convolution, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, Convolution, 0.63354963, -0.00070893764, 0.000000009486991, 0.19515514
ethSIFT baseline clang avx rdtsc Octaves, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, Octaves, 90624.0, 171.982, 0.001357035, 0.0
ethSIFT baseline clang avx rdtsc GaussianKernelGeneration, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, GaussianKernelGeneration, 1776.0, 38.5476, 0.000026594436, 0.0
ethSIFT baseline clang avx rdtsc GaussianPyramid, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, GaussianPyramid, 0.9851376, -0.0008547306, 0.00000004309203, 0.2103671
ethSIFT baseline clang avx rdtsc DOGPyramid, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, DOGPyramid, 0.6235299, -0.0019788146, 0.000000028645774, 0.062499724
ethSIFT baseline clang avx rdtsc GradientAndRotationPyramids, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.5720392, -0.0017693043, 0.000000041999446, 0.23714072
ethSIFT baseline clang avx rdtsc Histogram, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, Histogram, 0.75479954, -0.0018908978, 0.00000005547552, 0.72369224
ethSIFT baseline clang avx rdtsc ExtremaRefinement, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, ExtremaRefinement, 0.591195, -0.010823369, 0.000000043452086, 0.19502075
ethSIFT baseline clang avx rdtsc KeypointDetection, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, KeypointDetection, 0.17125677, -0.0003066808, 0.000000019002526, 0.17529155
ethSIFT baseline clang avx rdtsc ExtractDescriptor, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, ExtractDescriptor, 0.85555124, -0.0008481145, 0.18788831, 0.76401263
ethSIFT baseline clang avx rdtsc MeasureFull, ethSIFT, baseline, clang, avx, rdtsc, auto-240p, 240, MeasureFull, 0.82834315, -0.0013067722, 0.18191312, 0.2274194
ethSIFT baseline clang fastmath rdtsc Downscale, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT baseline clang fastmath rdtsc Convolution, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, Convolution, 0.9843377, -0.00021332502, 0.00000001601105, 0.19515514
ethSIFT baseline clang fastmath rdtsc Octaves, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, Octaves, 107992.0, 329.137, 0.0017565774, 0.0
ethSIFT baseline clang fastmath rdtsc GaussianKernelGeneration, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, GaussianKernelGeneration, 1776.0, 26.6868, 0.00002888808, 0.0
ethSIFT baseline clang fastmath rdtsc GaussianPyramid, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, GaussianPyramid, 1.1918871, -0.0018024445, 0.000000047339398, 0.2103671
ethSIFT baseline clang fastmath rdtsc DOGPyramid, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, DOGPyramid, 0.62280035, -0.0027270317, 0.0000000258618, 0.062499724
ethSIFT baseline clang fastmath rdtsc GradientAndRotationPyramids, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.5746702, -0.0027225018, 0.000000035978918, 0.23714072
ethSIFT baseline clang fastmath rdtsc Histogram, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, Histogram, 0.7248204, -0.0017437935, 0.000000045421466, 0.72369224
ethSIFT baseline clang fastmath rdtsc ExtremaRefinement, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, ExtremaRefinement, 0.64827585, -0.006561458, 0.000000040625476, 0.19502075
ethSIFT baseline clang fastmath rdtsc KeypointDetection, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, KeypointDetection, 0.19284745, -0.0003376752, 0.000000016235312, 0.17529155
ethSIFT baseline clang fastmath rdtsc ExtractDescriptor, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, ExtractDescriptor, 0.64912623, -0.0013219118, 0.14097871, 0.76401263
ethSIFT baseline clang fastmath rdtsc MeasureFull, ethSIFT, baseline, clang, fastmath, rdtsc, auto-240p, 240, MeasureFull, 0.89996827, -0.0015746951, 0.19545716, 0.2274194
ethSIFT baseline clang full rdtsc Downscale, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT baseline clang full rdtsc Convolution, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, Convolution, 0.63349915, -0.00087350607, 0.00000000947784, 0.19515514
ethSIFT baseline clang full rdtsc Octaves, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, Octaves, 93016.0, 216.46, 0.0013916211, 0.0
ethSIFT baseline clang full rdtsc GaussianKernelGeneration, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, GaussianKernelGeneration, 1834.0, 17.7912, 0.000027438646, 0.0
ethSIFT baseline clang full rdtsc GaussianPyramid, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, GaussianPyramid, 0.98620623, -0.0006313324, 0.000000042938293, 0.2103671
ethSIFT baseline clang full rdtsc DOGPyramid, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, DOGPyramid, 0.61742306, -0.0043066144, 0.000000028240773, 0.062499724
ethSIFT baseline clang full rdtsc GradientAndRotationPyramids, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.5665705, -0.008472562, 0.00000004154522, 0.23714072
ethSIFT baseline clang full rdtsc Histogram, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, Histogram, 0.75479954, -0.00283283, 0.000000055405145, 0.72369224
ethSIFT baseline clang full rdtsc ExtremaRefinement, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, ExtremaRefinement, 0.60645163, -0.0113838315, 0.000000044516856, 0.19502075
ethSIFT baseline clang full rdtsc KeypointDetection, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, KeypointDetection, 0.17123902, -0.00046020746, 0.000000018965174, 0.17529155
ethSIFT baseline clang full rdtsc ExtractDescriptor, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, ExtractDescriptor, 0.8539581, -0.0010911822, 0.18740925, 0.76401263
ethSIFT baseline clang full rdtsc MeasureFull, ethSIFT, baseline, clang, full, rdtsc, auto-240p, 240, MeasureFull, 0.8276805, -0.0015048385, 0.1816424, 0.2274194
ethSIFT baseline clang notree rdtsc Downscale, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT baseline clang notree rdtsc Convolution, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, Convolution, 0.9037294, -0.000200212, 0.000000013079385, 0.19515514
ethSIFT baseline clang notree rdtsc Octaves, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, Octaves, 109468.0, 278.729, 0.0015842952, 0.0
ethSIFT baseline clang notree rdtsc GaussianKernelGeneration, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, GaussianKernelGeneration, 3086.0, 41.5128, 0.000044662684, 0.0
ethSIFT baseline clang notree rdtsc GaussianPyramid, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, GaussianPyramid, 0.98341197, -0.00019651651, 0.0000000391813, 0.2103671
ethSIFT baseline clang notree rdtsc DOGPyramid, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, DOGPyramid, 0.6109737, -0.0017243028, 0.000000025476155, 0.062499724
ethSIFT baseline clang notree rdtsc GradientAndRotationPyramids, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.5540462, -0.0005751252, 0.000000035582243, 0.23714072
ethSIFT baseline clang notree rdtsc Histogram, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, Histogram, 0.70531595, -0.0073708296, 0.000000045341316, 0.72369224
ethSIFT baseline clang notree rdtsc ExtremaRefinement, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, ExtremaRefinement, 0.6527778, -0.006652415, 0.000000041964668, 0.19502075
ethSIFT baseline clang notree rdtsc KeypointDetection, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, KeypointDetection, 0.21030687, -0.00052700937, 0.000000017800055, 0.17529155
ethSIFT baseline clang notree rdtsc ExtractDescriptor, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, ExtractDescriptor, 0.6526049, -0.00033938885, 0.14935674, 0.76401263
ethSIFT baseline clang notree rdtsc MeasureFull, ethSIFT, baseline, clang, notree, rdtsc, auto-240p, 240, MeasureFull, 0.801087, -0.0006607771, 0.18333872, 0.2274194
ezSIFT baseline clang O3 rdtsc Downscale, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ezSIFT baseline clang O3 rdtsc Convolution, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, Convolution, 0.8022856, -0.01166451, 0.000000011161017, 0.19515514
ezSIFT baseline clang O3 rdtsc Octaves, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, Octaves, 44734.0, 5678.36, 0.0006223182, 0.0
ezSIFT baseline clang O3 rdtsc GaussianPyramid, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, GaussianPyramid, 1.0085188, -0.019189775, 0.000000034798802, 0.2103671
ezSIFT baseline clang O3 rdtsc DOGPyramid, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, DOGPyramid, 1.1975384, -0.0067851543, 0.000000042149587, 0.062499724
ezSIFT baseline clang O3 rdtsc GradientAndRotationPyramids, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.4150167, -0.002779454, 0.000000024153398, 0.23714072
ezSIFT baseline clang O3 rdtsc Histogram, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, Histogram, 0.63647187, -0.003685236, 0.00000003707803, 0.72369224
ezSIFT baseline clang O3 rdtsc ExtremaRefinement, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, ExtremaRefinement, 0.6351351, -0.018530607, 0.0000000370008, 0.19502075
ezSIFT baseline clang O3 rdtsc KeypointDetection, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, KeypointDetection, 0.18435416, -0.003945574, 0.000000014292772, 0.17529155
ezSIFT baseline clang O3 rdtsc ExtractDescriptor, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, ExtractDescriptor, 0.5977863, -0.0103696585, 0.12787361, 0.76401263
ezSIFT baseline clang O3 rdtsc MeasureFull, ezSIFT, baseline, clang, O3, rdtsc, auto-240p, 240, MeasureFull, 0.7743979, -0.01103586, 0.16565295, 0.2274194
ethSIFT baseline gcc avx rdtsc Downscale, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT baseline gcc avx rdtsc Convolution, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, Convolution, 0.6309639, -0.001172185, 0.00000000941788, 0.19515514
ethSIFT baseline gcc avx rdtsc Octaves, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, Octaves, 96428.0, 266.868, 0.0014393015, 0.0
ethSIFT baseline gcc avx rdtsc GaussianKernelGeneration, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, GaussianKernelGeneration, 1728.0, 44.478, 0.000025792437, 0.0
ethSIFT baseline gcc avx rdtsc GaussianPyramid, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, GaussianPyramid, 0.98457533, -0.00034213066, 0.000000042711672, 0.2103671
ethSIFT baseline gcc avx rdtsc DOGPyramid, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, DOGPyramid, 0.61407477, -0.0033425689, 0.000000027988213, 0.062499724
ethSIFT baseline gcc avx rdtsc GradientAndRotationPyramids, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.5646001, -0.0077877045, 0.00000004125267, 0.23714072
ethSIFT baseline gcc avx rdtsc Histogram, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, Histogram, 0.74992985, -0.0038782954, 0.000000054850986, 0.72369224
ethSIFT baseline gcc avx rdtsc ExtremaRefinement, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, ExtremaRefinement, 0.5222222, -0.020656168, 0.000000038197115, 0.19502075
ethSIFT baseline gcc avx rdtsc KeypointDetection, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, KeypointDetection, 0.17086329, -0.0006567389, 0.000000018842789, 0.17529155
ethSIFT baseline gcc avx rdtsc ExtractDescriptor, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, ExtractDescriptor, 0.8503131, -0.0012341142, 0.19079953, 0.76401263
ethSIFT baseline gcc avx rdtsc MeasureFull, ethSIFT, baseline, gcc, avx, rdtsc, auto-240p, 240, MeasureFull, 0.82483155, -0.0020865202, 0.18508178, 0.2274194
ethSIFT baseline gcc fastmath rdtsc Downscale, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT baseline gcc fastmath rdtsc Convolution, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, Convolution, 0.98244935, -0.0003234148, 0.000000015967082, 0.19515514
ethSIFT baseline gcc fastmath rdtsc Octaves, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, Octaves, 115480.0, 542.632, 0.001876818, 0.0
ethSIFT baseline gcc fastmath rdtsc GaussianKernelGeneration, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, GaussianKernelGeneration, 2874.0, 65.2344, 0.00004670917, 0.0
ethSIFT baseline gcc fastmath rdtsc GaussianPyramid, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, GaussianPyramid, 1.191803, -0.0028967857, 0.000000047245113, 0.2103671
ethSIFT baseline gcc fastmath rdtsc DOGPyramid, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, DOGPyramid, 0.620589, -0.00068205595, 0.000000025722379, 0.062499724
ethSIFT baseline gcc fastmath rdtsc GradientAndRotationPyramids, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.57303715, -0.0018745065, 0.000000035828563, 0.23714072
ethSIFT baseline gcc fastmath rdtsc Histogram, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, Histogram, 0.7240352, -0.0028954744, 0.000000045311403, 0.72369224
ethSIFT baseline gcc fastmath rdtsc ExtremaRefinement, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, ExtremaRefinement, 0.6527778, 0.0, 0.000000040852722, 0.19502075
ethSIFT baseline gcc fastmath rdtsc KeypointDetection, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, KeypointDetection, 0.1926369, -0.00050474703, 0.00000001619444, 0.17529155
ethSIFT baseline gcc fastmath rdtsc ExtractDescriptor, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, ExtractDescriptor, 0.64819974, -0.00063586235, 0.14081873, 0.76401263
ethSIFT baseline gcc fastmath rdtsc MeasureFull, ethSIFT, baseline, gcc, fastmath, rdtsc, auto-240p, 240, MeasureFull, 0.89419365, -0.0017673373, 0.1942599, 0.2274194
ethSIFT baseline gcc full rdtsc Downscale, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT baseline gcc full rdtsc Convolution, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, Convolution, 0.62352794, -0.010938406, 0.000000009206255, 0.19515514
ethSIFT baseline gcc full rdtsc Octaves, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, Octaves, 97324.0, 263.903, 0.0014369678, 0.0
ethSIFT baseline gcc full rdtsc GaussianKernelGeneration, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, GaussianKernelGeneration, 1716.0, 32.6172, 0.000025336367, 0.0
ethSIFT baseline gcc full rdtsc GaussianPyramid, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, GaussianPyramid, 0.97241545, -0.01177448, 0.000000041852235, 0.2103671
ethSIFT baseline gcc full rdtsc DOGPyramid, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, DOGPyramid, 0.6165461, -0.0033808947, 0.000000027863019, 0.062499724
ethSIFT baseline gcc full rdtsc GradientAndRotationPyramids, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.5640828, -0.009474099, 0.000000040680717, 0.23714072
ethSIFT baseline gcc full rdtsc Histogram, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, Histogram, 0.7530986, -0.004066646, 0.000000054367895, 0.72369224
ethSIFT baseline gcc full rdtsc ExtremaRefinement, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, ExtremaRefinement, 0.591195, -0.021257639, 0.000000042680682, 0.19502075
ethSIFT baseline gcc full rdtsc KeypointDetection, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, KeypointDetection, 0.16839461, -0.003908396, 0.00000001834334, 0.17529155
ethSIFT baseline gcc full rdtsc ExtractDescriptor, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, ExtractDescriptor, 0.83990985, -0.0039917827, 0.18641287, 0.76401263
ethSIFT baseline gcc full rdtsc MeasureFull, ethSIFT, baseline, gcc, full, rdtsc, auto-240p, 240, MeasureFull, 0.80261123, -0.010596991, 0.17813468, 0.2274194
ethSIFT baseline gcc notree rdtsc Downscale, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT baseline gcc notree rdtsc Convolution, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, Convolution, 0.90376306, -0.00025075674, 0.000000013075382, 0.19515514
ethSIFT baseline gcc notree rdtsc Octaves, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, Octaves, 108170.0, 163.086, 0.0015649721, 0.0
ethSIFT baseline gcc notree rdtsc GaussianKernelGeneration, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, GaussianKernelGeneration, 3076.0, 53.3736, 0.000044502674, 0.0
ethSIFT baseline gcc notree rdtsc GaussianPyramid, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, GaussianPyramid, 0.98328847, -0.000382483, 0.000000039147988, 0.2103671
ethSIFT baseline gcc notree rdtsc DOGPyramid, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, DOGPyramid, 0.61741525, -0.002162397, 0.00000002571274, 0.062499724
ethSIFT baseline gcc notree rdtsc GradientAndRotationPyramids, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.55169654, -0.0005105734, 0.000000035444927, 0.23714072
ethSIFT baseline gcc notree rdtsc Histogram, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, Histogram, 0.7043868, -0.0072167516, 0.00000004529902, 0.72369224
ethSIFT baseline gcc notree rdtsc ExtremaRefinement, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, ExtremaRefinement, 0.49473685, -0.014974654, 0.00000003181724, 0.19502075
ethSIFT baseline gcc notree rdtsc KeypointDetection, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, KeypointDetection, 0.2101737, -0.0006046742, 0.000000017801515, 0.17529155
ethSIFT baseline gcc notree rdtsc ExtractDescriptor, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, ExtractDescriptor, 0.65307194, -0.0002528429, 0.15494844, 0.76401263
ethSIFT baseline gcc notree rdtsc MeasureFull, ethSIFT, baseline, gcc, notree, rdtsc, auto-240p, 240, MeasureFull, 0.8034121, -0.000554204, 0.19061828, 0.2274194
ezSIFT baseline gcc O3 rdtsc Downscale, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ezSIFT baseline gcc O3 rdtsc Convolution, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, Convolution, 0.8022856, -0.01166451, 0.000000011161017, 0.19515514
ezSIFT baseline gcc O3 rdtsc Octaves, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, Octaves, 44734.0, 5678.36, 0.0006223182, 0.0
ezSIFT baseline gcc O3 rdtsc GaussianPyramid, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, GaussianPyramid, 1.0085188, -0.019189775, 0.000000034798802, 0.2103671
ezSIFT baseline gcc O3 rdtsc DOGPyramid, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, DOGPyramid, 1.1975384, -0.0067851543, 0.000000042149587, 0.062499724
ezSIFT baseline gcc O3 rdtsc GradientAndRotationPyramids, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, GradientAndRotationPyramids, 0.4150167, -0.002779454, 0.000000024153398, 0.23714072
ezSIFT baseline gcc O3 rdtsc Histogram, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, Histogram, 0.63647187, -0.003685236, 0.00000003707803, 0.72369224
ezSIFT baseline gcc O3 rdtsc ExtremaRefinement, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, ExtremaRefinement, 0.6351351, -0.018530607, 0.0000000370008, 0.19502075
ezSIFT baseline gcc O3 rdtsc KeypointDetection, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, KeypointDetection, 0.18435416, -0.003945574, 0.000000014292772, 0.17529155
ezSIFT baseline gcc O3 rdtsc ExtractDescriptor, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, ExtractDescriptor, 0.5977863, -0.0103696585, 0.12787361, 0.76401263
ezSIFT baseline gcc O3 rdtsc MeasureFull, ezSIFT, baseline, gcc, O3, rdtsc, auto-240p, 240, MeasureFull, 0.7743979, -0.01103586, 0.16565295, 0.2274194
ethSIFT baseline icc avx rdtsc Downscale, ethSIFT, baseline, icc, avx, rdtsc, auto-240p, 240, Downscale, 0.0, 0.0, 0.0, 0.0
ethSIFT baseline icc avx rdtsc Convolution, ethSIFT, baseline, icc, avx, rdtsc, auto-240p, 240, Convolution, 0.63255244, -0.0016348958, 0.000000009460197, 0.19515514
